2023-12-25 23:12:331 INFO  ManageBrowser :31 - launching chrome browser
2024-01-01 21:01:912 INFO  LoginPage :85 - Sending data to Name Field in Signup : [[ChromeDriver: chrome on windows (be033d9c5e6dfabee17da7d058622dde)] -> xpath: //input[@placeholder='Name']]
2024-01-01 21:01:13 INFO  LoginPage :87 - Sending data to Email Field in Signup : [[ChromeDriver: chrome on windows (be033d9c5e6dfabee17da7d058622dde)] -> xpath: //input[@data-qa='signup-email']]
2024-01-01 21:01:825 INFO  LoginPage :96 - Clicking on Signup button : [[ChromeDriver: chrome on windows (be033d9c5e6dfabee17da7d058622dde)] -> xpath: //button[normalize-space()='Signup']]
2024-01-01 21:01:908 INFO  SignupPage :107 - Selecting radio button against Mrs.
2024-01-01 21:01:990 INFO  SignupPage :110 - Sending John4697 to password field
2024-01-01 21:01:103 INFO  SignupPage :112 - Selecting 14 from Day dropdown in DOB
2024-01-01 21:01:200 INFO  SignupPage :114 - Selecting January from Month dropdown in DOB
2024-01-01 21:01:309 INFO  SignupPage :116 - Selecting 1980 from Year dropdown in DOB
2024-01-01 21:01:399 INFO  SignupPage :118 - Sending JOhn to First Name field
2024-01-01 21:01:468 INFO  SignupPage :120 - Sending Bondy to Last Name field
2024-01-01 21:01:553 INFO  SignupPage :122 - Sending Dev Bunglows to Address1 field
2024-01-01 21:01:615 INFO  SignupPage :124 - Sending Lalbaugh to Address2 field
2024-01-01 21:01:679 INFO  SignupPage :126 - Selecting India from Country dropdown
2024-01-01 21:01:745 INFO  SignupPage :128 - Sending Gujarat to State field
2024-01-01 21:01:817 INFO  SignupPage :130 - Sending Ahmedabad to City field
2024-01-01 21:01:919 INFO  SignupPage :132 - Sending 395001 to Zipcode field
2024-01-01 21:01:00 INFO  SignupPage :134 - Sending 09584258345 to Mobile Number field
2024-01-01 21:01:460 INFO  SignupPage :145 - Clicking on create account button : [[ChromeDriver: chrome on windows (be033d9c5e6dfabee17da7d058622dde)] -> xpath: (//button[@type = 'submit'])[1]]
2024-01-01 21:01:477 INFO  SignupPage :149 - Getting account created message : [[ChromeDriver: chrome on windows (be033d9c5e6dfabee17da7d058622dde)] -> xpath: //b[normalize-space()='Account Created!']]
2024-01-01 21:01:636 INFO  SignupPage :155 - Clicking on continue button after account created : [[ChromeDriver: chrome on windows (be033d9c5e6dfabee17da7d058622dde)] -> xpath: //a[normalize-space()='Continue']]
2024-01-01 21:01:671 INFO  HomePage :98 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-01 21:01:256 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:648 INFO  HomePage :91 - CLicking on Signup / Login header tab : [[[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 21:01:760 INFO  LoginPage :85 - Sending data to Name Field in Signup : [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //input[@placeholder='Name']]
2024-01-01 21:01:854 INFO  LoginPage :87 - Sending data to Email Field in Signup : [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //input[@data-qa='signup-email']]
2024-01-01 21:01:510 INFO  LoginPage :96 - Clicking on Signup button : [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //button[normalize-space()='Signup']]
2024-01-01 21:01:561 INFO  SignupPage :107 - Selecting radio button against Mrs.
2024-01-01 21:01:718 INFO  SignupPage :110 - Sending John4697 to password field
2024-01-01 21:01:819 INFO  SignupPage :112 - Selecting 14 from Day dropdown in DOB
2024-01-01 21:01:915 INFO  SignupPage :114 - Selecting January from Month dropdown in DOB
2024-01-01 21:01:986 INFO  SignupPage :116 - Selecting 1980 from Year dropdown in DOB
2024-01-01 21:01:40 INFO  SignupPage :118 - Sending JOhn to First Name field
2024-01-01 21:01:94 INFO  SignupPage :120 - Sending Bondy to Last Name field
2024-01-01 21:01:161 INFO  SignupPage :122 - Sending Dev Bunglows to Address1 field
2024-01-01 21:01:223 INFO  SignupPage :124 - Sending Lalbaugh to Address2 field
2024-01-01 21:01:281 INFO  SignupPage :126 - Selecting India from Country dropdown
2024-01-01 21:01:345 INFO  SignupPage :128 - Sending Gujarat to State field
2024-01-01 21:01:432 INFO  SignupPage :130 - Sending Ahmedabad to City field
2024-01-01 21:01:493 INFO  SignupPage :132 - Sending 395001 to Zipcode field
2024-01-01 21:01:574 INFO  SignupPage :134 - Sending 09584258345 to Mobile Number field
2024-01-01 21:01:476 INFO  SignupPage :145 - Clicking on create account button : [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: (//button[@type = 'submit'])[1]]
2024-01-01 21:01:493 INFO  SignupPage :149 - Getting account created message : [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //b[normalize-space()='Account Created!']]
2024-01-01 21:01:549 INFO  SignupPage :155 - Clicking on continue button after account created : [[ChromeDriver: chrome on windows (6ee175164e403d38d79b25b788746729)] -> xpath: //a[normalize-space()='Continue']]
2024-01-01 21:01:937 INFO  HomePage :98 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-01 21:01:432 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:419 INFO  HomePage :91 - CLicking on Contact us header tab : [[[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 21:01:453 INFO  ContactUsPage :53 - Getting text from welcome page : [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //h2[normalize-space()='Get In Touch']]
2024-01-01 21:01:553 INFO  ContactUsPage :59 - Sending John to name field : [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //input[@placeholder='Name']]
2024-01-01 21:01:652 INFO  ContactUsPage :64 - Sending hello1@gmail.com to email field : [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //input[@placeholder='Email']]
2024-01-01 21:01:724 INFO  ContactUsPage :69 - Sending About product to subject field : [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //input[@placeholder='Subject']]
2024-01-01 21:01:737 INFO  ContactUsPage :73 - Sending This product is nice to message field : [[ChromeDriver: chrome on windows (c0cf2b2e00c86706ad2aa6e8028746f9)] -> xpath: //textarea[@id='message']]
2024-01-01 21:01:179 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:181 INFO  HomePage :91 - CLicking on Signup / Login header tab : [[[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (6c0fc25af75777167964c19673963481)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 21:01:859 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:919 INFO  HomePage :91 - CLicking on Signup / Login header tab : [[[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (405b966327d6024841f50433c94f47ca)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 21:01:332 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:540 INFO  HomePage :113 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 21:01:626 INFO  HomePage :120 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 21:01:359 INFO  HomePage :128 - Clicking on view cart link after adding product to the cart : [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-01 21:01:379 INFO  ShoppingCartPage :52 - Getting welcome text from shopping cart page : [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //li[@class='active']]
2024-01-01 21:01:405 INFO  ShoppingCartPage :56 - Clicking on proceed to checkout button : [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //a[normalize-space()='Proceed To Checkout']]
2024-01-01 21:01:898 INFO  LoginPage :85 - Sending data to Name Field in Signup : [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //input[@placeholder='Name']]
2024-01-01 21:01:08 INFO  LoginPage :87 - Sending data to Email Field in Signup : [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //input[@data-qa='signup-email']]
2024-01-01 21:01:65 INFO  LoginPage :96 - Clicking on Signup button : [[ChromeDriver: chrome on windows (ecb9befa38e439ec7e86c81343dc623b)] -> xpath: //button[normalize-space()='Signup']]
2024-01-01 21:01:417 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:636 INFO  HomePage :91 - CLicking on Signup / Login header tab : [[[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 21:01:700 INFO  LoginPage :85 - Sending data to Name Field in Signup : [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //input[@placeholder='Name']]
2024-01-01 21:01:803 INFO  LoginPage :87 - Sending data to Email Field in Signup : [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //input[@data-qa='signup-email']]
2024-01-01 21:01:895 INFO  LoginPage :96 - Clicking on Signup button : [[ChromeDriver: chrome on windows (cbd23e2644f2859a3ebeff1147294e31)] -> xpath: //button[normalize-space()='Signup']]
2024-01-01 21:01:528 INFO  HomePage :104 - Getting Home Page URL : 
2024-01-01 21:01:13 INFO  HomePage :91 - CLicking on Signup / Login header tab : [[[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 21:01:33 INFO  LoginPage :57 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-01 21:01:111 INFO  LoginPage :78 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //input[@data-qa='login-email']]
2024-01-01 21:01:178 INFO  LoginPage :80 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //input[@placeholder='Password']]
2024-01-01 21:01:353 INFO  LoginPage :93 - Clicking on Login button : [[ChromeDriver: chrome on windows (05f8f52c950cc25e2c3174aa2bc7c640)] -> xpath: //button[normalize-space()='Login']]
2024-01-01 21:01:412 INFO  HomePage :98 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-01 21:01:383 INFO  HomePage :104 - Getting Home Page URL : 
